uid	run	experiment	study	study_name	sample	bioproject	biosample	submitter	library_strategy	library_source	layout	platform	instrument	total_bases	est_depth	organism	title
46601623	DRR748465	DRX728392	DRP019510	Resequence data for Koshihikari	DRS773194	PRJDB37565	SAMD01686051	DRA022524	WGS	GENOMIC	PAIRED	ILLUMINA	Illumina HiSeq X	41700859973	111.2	Oryza sativa Japonica Group	Illumina HiSeq X paired end sequencing of SAMD01686051
46601622	DRR748464	DRX728391	DRP019510	Resequence data for Koshihikari	DRS773193	PRJDB37565	SAMD01686050	DRA022524	WGS	GENOMIC	PAIRED	ILLUMINA	Illumina HiSeq X	32456772239	86.55	Oryza sativa Japonica Group	Illumina HiSeq X paired end sequencing of SAMD01686050
46601621	DRR748463	DRX728390	DRP019510	Resequence data for Koshihikari	DRS773192	PRJDB37565	SAMD01686049	DRA022524	WGS	GENOMIC	PAIRED	ILLUMINA	Illumina HiSeq X	30796576307	82.12	Oryza sativa Japonica Group	Illumina HiSeq X paired end sequencing of SAMD01686049
46601620	DRR748462	DRX728389	DRP019510	Resequence data for Koshihikari	DRS773191	PRJDB37565	SAMD01686048	DRA022524	WGS	GENOMIC	PAIRED	ILLUMINA	Illumina HiSeq X	30382181027	81.02	Oryza sativa Japonica Group	Illumina HiSeq X paired end sequencing of SAMD01686048
46601619	DRR748461	DRX728388	DRP019510	Resequence data for Koshihikari	DRS773190	PRJDB37565	SAMD01686047	DRA022524	WGS	GENOMIC	PAIRED	ILLUMINA	Illumina HiSeq X	29210010640	77.89	Oryza sativa Japonica Group	Illumina HiSeq X paired end sequencing of SAMD01686047
46601618	DRR748460	DRX728387	DRP019510	Resequence data for Koshihikari	DRS773189	PRJDB37565	SAMD01686046	DRA022524	WGS	GENOMIC	PAIRED	ILLUMINA	Illumina HiSeq X	29697881720	79.19	Oryza sativa Japonica Group	Illumina HiSeq X paired end sequencing of SAMD01686046
46601617	DRR748459	DRX728386	DRP019510	Resequence data for Koshihikari	DRS773188	PRJDB37565	SAMD01686045	DRA022524	WGS	GENOMIC	PAIRED	ILLUMINA	Illumina HiSeq X	27735677212	73.96	Oryza sativa Japonica Group	Illumina HiSeq X paired end sequencing of SAMD01686045
46601616	DRR748458	DRX728385	DRP019510	Resequence data for Koshihikari	DRS773187	PRJDB37565	SAMD01686044	DRA022524	WGS	GENOMIC	PAIRED	ILLUMINA	Illumina HiSeq X	32288079748	86.1	Oryza sativa Japonica Group	Illumina HiSeq X paired end sequencing of SAMD01686044
46601615	DRR748457	DRX728384	DRP019510	Resequence data for Koshihikari	DRS773186	PRJDB37565	SAMD01686043	DRA022524	WGS	GENOMIC	PAIRED	ILLUMINA	Illumina HiSeq X	35654217024	95.08	Oryza sativa Japonica Group	Illumina HiSeq X paired end sequencing of SAMD01686043
46601614	DRR748456	DRX728383	DRP019510	Resequence data for Koshihikari	DRS773185	PRJDB37565	SAMD01686042	DRA022524	WGS	GENOMIC	PAIRED	ILLUMINA	Illumina HiSeq X	22678131111	60.48	Oryza sativa Japonica Group	Illumina HiSeq X paired end sequencing of SAMD01686042
46601590	DRR1065664	DRX1041263	DRP019500	Resequence data for Koshihikari	DRS773357	PRJDB40536	SAMD01828612	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	32605428129	86.95	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828612
46601589	DRR1065663	DRX1041262	DRP019500	Resequence data for Koshihikari	DRS773356	PRJDB40536	SAMD01828611	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	29575438598	78.87	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828611
46601588	DRR1065662	DRX1041261	DRP019500	Resequence data for Koshihikari	DRS773355	PRJDB40536	SAMD01828610	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	19808956649	52.82	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828610
46601587	DRR1065661	DRX1041260	DRP019500	Resequence data for Koshihikari	DRS773354	PRJDB40536	SAMD01828609	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	23549405635	62.8	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828609
46601586	DRR1065660	DRX1041259	DRP019500	Resequence data for Koshihikari	DRS773353	PRJDB40536	SAMD01828608	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	38477901659	102.61	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828608
46601585	DRR1065659	DRX1041258	DRP019500	Resequence data for Koshihikari	DRS773352	PRJDB40536	SAMD01828607	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	32516719144	86.71	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828607
46601584	DRR1065658	DRX1041257	DRP019500	Resequence data for Koshihikari	DRS773351	PRJDB40536	SAMD01828606	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	25851730125	68.94	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828606
46601583	DRR1065657	DRX1041256	DRP019500	Resequence data for Koshihikari	DRS773350	PRJDB40536	SAMD01828605	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	41354819890	110.28	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828605
46601582	DRR1065656	DRX1041255	DRP019500	Resequence data for Koshihikari	DRS773349	PRJDB40536	SAMD01828604	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	34253012800	91.34	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828604
46601581	DRR1065655	DRX1041254	DRP019500	Resequence data for Koshihikari	DRS773348	PRJDB40536	SAMD01828603	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	25513608061	68.04	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828603
46601580	DRR1065654	DRX1041253	DRP019500	Resequence data for Koshihikari	DRS773347	PRJDB40536	SAMD01828602	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	31936126432	85.16	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828602
46601579	DRR1065653	DRX1041252	DRP019500	Resequence data for Koshihikari	DRS773346	PRJDB40536	SAMD01828601	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	34199868193	91.2	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828601
46601578	DRR1065652	DRX1041251	DRP019500	Resequence data for Koshihikari	DRS773345	PRJDB40536	SAMD01828600	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	24124516062	64.33	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828600
46601577	DRR1065651	DRX1041250	DRP019500	Resequence data for Koshihikari	DRS773344	PRJDB40536	SAMD01828599	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	34730808916	92.62	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828599
46601576	DRR1065650	DRX1041249	DRP019500	Resequence data for Koshihikari	DRS773343	PRJDB40536	SAMD01828598	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	28780462169	76.75	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828598
46601575	DRR1065649	DRX1041248	DRP019500	Resequence data for Koshihikari	DRS773342	PRJDB40536	SAMD01828597	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	23456594112	62.55	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828597
46601574	DRR1065648	DRX1041247	DRP019500	Resequence data for Koshihikari	DRS773341	PRJDB40536	SAMD01828596	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	31075532001	82.87	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828596
46601573	DRR1065647	DRX1041246	DRP019500	Resequence data for Koshihikari	DRS773340	PRJDB40536	SAMD01828595	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	30466684279	81.24	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828595
46601572	DRR1065646	DRX1041245	DRP019500	Resequence data for Koshihikari	DRS773339	PRJDB40536	SAMD01828594	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	31830606336	84.88	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828594
46601571	DRR1065645	DRX1041244	DRP019500	Resequence data for Koshihikari	DRS773338	PRJDB40536	SAMD01828593	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	36584676718	97.56	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828593
46601570	DRR1065644	DRX1041243	DRP019500	Resequence data for Koshihikari	DRS773337	PRJDB40536	SAMD01828592	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	34960204937	93.23	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828592
46601569	DRR1065643	DRX1041242	DRP019500	Resequence data for Koshihikari	DRS773336	PRJDB40536	SAMD01828591	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	27242493425	72.65	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828591
46601568	DRR1065642	DRX1041241	DRP019500	Resequence data for Koshihikari	DRS773335	PRJDB40536	SAMD01828590	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	34912091992	93.1	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828590
46601567	DRR1065641	DRX1041240	DRP019500	Resequence data for Koshihikari	DRS773334	PRJDB40536	SAMD01828589	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	19984670512	53.29	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828589
46601566	DRR1065640	DRX1041239	DRP019500	Resequence data for Koshihikari	DRS773333	PRJDB40536	SAMD01828588	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	26132809777	69.69	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828588
46601565	DRR1065639	DRX1041238	DRP019500	Resequence data for Koshihikari	DRS773332	PRJDB40536	SAMD01828587	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	34864238695	92.97	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828587
46601564	DRR1065638	DRX1041237	DRP019500	Resequence data for Koshihikari	DRS773331	PRJDB40536	SAMD01828586	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	35607595460	94.95	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828586
46601563	DRR1065637	DRX1041236	DRP019500	Resequence data for Koshihikari	DRS773330	PRJDB40536	SAMD01828585	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	30786586055	82.1	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828585
46601562	DRR1065636	DRX1041235	DRP019500	Resequence data for Koshihikari	DRS773329	PRJDB40536	SAMD01828584	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	29058391506	77.49	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828584
46601561	DRR1065635	DRX1041234	DRP019500	Resequence data for Koshihikari	DRS773328	PRJDB40536	SAMD01828583	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	33420651390	89.12	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828583
46601560	DRR1065634	DRX1041233	DRP019500	Resequence data for Koshihikari	DRS773327	PRJDB40536	SAMD01828582	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	28478330654	75.94	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828582
46601559	DRR1065633	DRX1041232	DRP019500	Resequence data for Koshihikari	DRS773326	PRJDB40536	SAMD01828581	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	23893482600	63.72	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828581
46601558	DRR1065632	DRX1041231	DRP019500	Resequence data for Koshihikari	DRS773325	PRJDB40536	SAMD01828580	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	34084294112	90.89	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828580
46601557	DRR1065631	DRX1041230	DRP019500	Resequence data for Koshihikari	DRS773324	PRJDB40536	SAMD01828579	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	37040016234	98.77	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828579
46601556	DRR1065630	DRX1041229	DRP019500	Resequence data for Koshihikari	DRS773323	PRJDB40536	SAMD01828578	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	30621878114	81.66	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828578
46601555	DRR1065629	DRX1041228	DRP019500	Resequence data for Koshihikari	DRS773322	PRJDB40536	SAMD01828577	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	25022159182	66.73	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828577
46601554	DRR1065628	DRX1041227	DRP019500	Resequence data for Koshihikari	DRS773321	PRJDB40536	SAMD01828576	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	34543589614	92.12	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828576
46601553	DRR1065627	DRX1041226	DRP019500	Resequence data for Koshihikari	DRS773320	PRJDB40536	SAMD01828575	DRA029184	WGS	GENOMIC	PAIRED	ILLUMINA	HiSeq X Ten	30736037129	81.96	Oryza sativa Japonica Group	HiSeq X Ten paired end sequencing of SAMD01828575
