run_accession	sample_accession	sample_title	sample_alias	scientific_name	cultivar	variety	ecotype	strain	country	instrument_platform	library_layout	base_count
ERR9885546	SAMEA110192796	ZJM792_WGS	ZJM792	Oryza sativa						ILLUMINA	PAIRED	26327345400
ERR9885547	SAMEA110192797	ZJM793_WGS	ZJM793	Oryza sativa						ILLUMINA	PAIRED	13635629100
ERR9885553	SAMEA110192806	ZJM802_WGS	ZJM802	Oryza sativa						ILLUMINA	PAIRED	11592155400
ERR9885556	SAMEA110192810	ZJM806_WGS	ZJM806	Oryza sativa						ILLUMINA	PAIRED	10205629500
ERR9885564	SAMEA110192822	ZJM818_WGS	ZJM818	Oryza sativa						ILLUMINA	PAIRED	11352682500
ERR9885569	SAMEA110192830	ZJM826_WGS	ZJM826	Oryza sativa						ILLUMINA	PAIRED	11404966500
ERR9885570	SAMEA110192831	ZJM827_WGS	ZJM827	Oryza sativa						ILLUMINA	PAIRED	11753309400
ERR9885572	SAMEA110192833	ZJM829_WGS	ZJM829	Oryza sativa						ILLUMINA	PAIRED	13559034300
ERR9885575	SAMEA110192836	ZJM832_WGS	ZJM832	Oryza sativa						ILLUMINA	PAIRED	13469103300
ERR9885577	SAMEA110192842	ZJM838_WGS	ZJM838	Oryza sativa						ILLUMINA	PAIRED	13008854700
ERR9885581	SAMEA110192846	ZJM842_WGS	ZJM842	Oryza sativa						ILLUMINA	PAIRED	55288643700
ERR9885586	SAMEA110192777	ZJM773_WGS	ZJM773	Oryza sativa						ILLUMINA	PAIRED	11013523500
ERR9885587	SAMEA110192778	ZJM774_WGS	ZJM774	Oryza sativa						ILLUMINA	PAIRED	10958463300
ERR9885609	SAMEA110192857	ZJM853_WGS	ZJM853	Oryza sativa						ILLUMINA	PAIRED	14890548600
ERR9885630	SAMEA110192903	ZJM900_WGS	ZJM900	Oryza sativa						ILLUMINA	PAIRED	11547204000
ERR9885631	SAMEA110192904	ZJM901_WGS	ZJM901	Oryza sativa						ILLUMINA	PAIRED	13617084000
ERR9885642	SAMEA110192933	ZJM933_WGS	ZJM933	Oryza sativa						ILLUMINA	PAIRED	15648469200
ERR9885644	SAMEA110192935	ZJM935_WGS	ZJM935	Oryza sativa						ILLUMINA	PAIRED	16496976300
ERR9885656	SAMEA110192870	ZJM867_WGS	ZJM867	Oryza sativa						ILLUMINA	PAIRED	11893691100
ERR9885676	SAMEA110192917	ZJM916_WGS	ZJM916	Oryza sativa						ILLUMINA	PAIRED	9339889200
ERR9885678	SAMEA110192919	ZJM918_WGS	ZJM918	Oryza sativa						ILLUMINA	PAIRED	11882070900
ERR9885684	SAMEA110192929	ZJM929_WGS	ZJM929	Oryza sativa						ILLUMINA	PAIRED	14337551100
ERR9885689	SAMEA110192940	ZJM940_WGS	ZJM940	Oryza sativa						ILLUMINA	PAIRED	15690193800
ERR9885692	SAMEA110192943	ZJM943_WGS	ZJM943	Oryza sativa						ILLUMINA	PAIRED	13522333800
ERR9885695	SAMEA110192991	ZJM992_WGS	ZJM992	Oryza sativa						ILLUMINA	PAIRED	11656805100
ERR9885700	SAMEA110193007	ZJM1008_WGS	ZJM1008	Oryza sativa						ILLUMINA	PAIRED	9176076000
ERR9885702	SAMEA110193009	ZJM1010_WGS	ZJM1010	Oryza sativa						ILLUMINA	PAIRED	10759807200
ERR9885704	SAMEA110193011	ZJM1012_WGS	ZJM1012	Oryza sativa						ILLUMINA	PAIRED	11358963600
ERR9885705	SAMEA110193016	ZJM1017_WGS	ZJM1017	Oryza sativa						ILLUMINA	PAIRED	11058902400
ERR9885711	SAMEA110193022	ZJM1023_WGS	ZJM1023	Oryza sativa						ILLUMINA	PAIRED	9153068400
ERR9885712	SAMEA110193023	ZJM1024_WGS	ZJM1024	Oryza sativa						ILLUMINA	PAIRED	10610089800
ERR9885716	SAMEA110193031	ZJM1032_WGS	ZJM1032	Oryza sativa						ILLUMINA	PAIRED	11470969500
ERR9885722	SAMEA110192947	ZJM948_WGS	ZJM948	Oryza sativa						ILLUMINA	PAIRED	10188240600
ERR9885728	SAMEA110192959	ZJM960_WGS	ZJM960	Oryza sativa						ILLUMINA	PAIRED	11564709300
ERR9885732	SAMEA110192963	ZJM964_WGS	ZJM964	Oryza sativa						ILLUMINA	PAIRED	8450279400
ERR9885742	SAMEA110192981	ZJM982_WGS	ZJM982	Oryza sativa						ILLUMINA	PAIRED	10614888600
ERR9885753	SAMEA110192997	ZJM998_WGS	ZJM998	Oryza sativa						ILLUMINA	PAIRED	12433878000
ERR9885755	SAMEA110193043	ZJM1044_WGS	ZJM1044	Oryza sativa						ILLUMINA	PAIRED	9247490400
ERR9885758	SAMEA110193049	ZJM1050_WGS	ZJM1050	Oryza sativa						ILLUMINA	PAIRED	10020128400
ERR9885763	SAMEA110193060	ZJM1061_WGS	ZJM1061	Oryza sativa						ILLUMINA	PAIRED	12096455100
ERR9885764	SAMEA110193061	ZJM1062_WGS	ZJM1062	Oryza sativa						ILLUMINA	PAIRED	17177947800
ERR9885774	SAMEA110193082	ZJM1083_WGS	ZJM1083	Oryza sativa						ILLUMINA	PAIRED	12094749300
ERR9885784	SAMEA110193104	ZJM1105_WGS	ZJM1105	Oryza sativa						ILLUMINA	PAIRED	10225606200
ERR9885789	SAMEA110193116	ZJM1117_WGS	ZJM1117	Oryza sativa						ILLUMINA	PAIRED	11104398000
ERR9885796	SAMEA110192608	ZJM598_WGS	ZJM598	Oryza sativa						ILLUMINA	PAIRED	16535917500
ERR9885801	SAMEA110193074	ZJM1075_WGS	ZJM1075	Oryza sativa						ILLUMINA	PAIRED	10421142900
ERR9885805	SAMEA110193122	ZJM1123_WGS	ZJM1123	Oryza sativa						ILLUMINA	PAIRED	14334422700
ERR9885807	SAMEA110193135	ZJM1139_WGS	ZJM1139	Oryza sativa						ILLUMINA	PAIRED	9521845500
ERR9885810	SAMEA110193143	ZJM1148_WGS	ZJM1148	Oryza sativa						ILLUMINA	PAIRED	10095668400
ERR9885819	SAMEA110193157	ZJM1163_WGS	ZJM1163	Oryza sativa						ILLUMINA	PAIRED	10279481400
ERR9885820	SAMEA110193158	ZJM1164_WGS	ZJM1164	Oryza sativa						ILLUMINA	PAIRED	10258709700
ERR9885828	SAMEA110193171	ZJM1177_WGS	ZJM1177	Oryza sativa						ILLUMINA	PAIRED	11628141300
ERR9885831	SAMEA110193179	ZJM1185_WGS	ZJM1185	Oryza sativa						ILLUMINA	PAIRED	10561577100
ERR9885832	SAMEA110193180	ZJM1186_WGS	ZJM1186	Oryza sativa						ILLUMINA	PAIRED	10565096100
ERR9885834	SAMEA110193182	ZJM1188_WGS	ZJM1188	Oryza sativa						ILLUMINA	PAIRED	8749934700
ERR9885836	SAMEA110193184	ZJM1190_WGS	ZJM1190	Oryza sativa						ILLUMINA	PAIRED	11851147500
ERR9885838	SAMEA110193191	ZJM1197_WGS	ZJM1197	Oryza sativa						ILLUMINA	PAIRED	10452782100
ERR9885840	SAMEA110193193	ZJM1199_WGS	ZJM1199	Oryza sativa						ILLUMINA	PAIRED	9512869200
ERR9885841	SAMEA110193194	ZJM1200_WGS	ZJM1200	Oryza sativa						ILLUMINA	PAIRED	9271569300
ERR9885844	SAMEA110193203	ZJM1209_WGS	ZJM1209	Oryza sativa						ILLUMINA	PAIRED	11908507500
ERR9885846	SAMEA110193205	ZJM1211_WGS	ZJM1211	Oryza sativa						ILLUMINA	PAIRED	17900726400
ERR9885850	SAMEA110193216	ZJM1222_WGS	ZJM1222	Oryza sativa						ILLUMINA	PAIRED	10527739800
ERR9885851	SAMEA110193217	ZJM1223_WGS	ZJM1223	Oryza sativa						ILLUMINA	PAIRED	9494538600
ERR9885858	SAMEA110192700	ZJM690_WGS	ZJM690	Oryza sativa						ILLUMINA	PAIRED	29101838400
ERR9885862	SAMEA110193231	ZJM1237_WGS	ZJM1237	Oryza sativa						ILLUMINA	PAIRED	12145577700
ERR9885866	SAMEA110193236	ZJM1249_WGS	ZJM1249	Oryza sativa						ILLUMINA	PAIRED	9512902500
ERR9885870	SAMEA110193242	ZJM1258_WGS	ZJM1258	Oryza sativa						ILLUMINA	PAIRED	10433266500
ERR9885874	SAMEA110193246	ZJM1262_WGS	ZJM1262	Oryza sativa						ILLUMINA	PAIRED	12212946600
ERR9885884	SAMEA110193262	ZJM1282_WGS	ZJM1282	Oryza sativa						ILLUMINA	PAIRED	9289271400
ERR9885890	SAMEA110193272	ZJM1294_WGS	ZJM1294	Oryza sativa						ILLUMINA	PAIRED	9718283700
ERR9885891	SAMEA110193273	ZJM1295_WGS	ZJM1295	Oryza sativa						ILLUMINA	PAIRED	10763478900
ERR9885894	SAMEA110193277	ZJM1299_WGS	ZJM1299	Oryza sativa						ILLUMINA	PAIRED	19121886900
ERR9885895	SAMEA110193278	ZJM1302_WGS	ZJM1302	Oryza sativa						ILLUMINA	PAIRED	12343600800
ERR9885897	SAMEA110193284	ZJM1311_WGS	ZJM1311	Oryza sativa						ILLUMINA	PAIRED	8343277800
ERR9885899	SAMEA110193286	ZJM1313_WGS	ZJM1313	Oryza sativa						ILLUMINA	PAIRED	9678750300
ERR9885900	SAMEA110193287	ZJM1314_WGS	ZJM1314	Oryza sativa						ILLUMINA	PAIRED	16117092900
ERR9885903	SAMEA110193292	ZJM1319_WGS	ZJM1319	Oryza sativa						ILLUMINA	PAIRED	8301387600
ERR9885904	SAMEA110193294	ZJM1321_WGS	ZJM1321	Oryza sativa						ILLUMINA	PAIRED	8587457400
ERR9885916	SAMEA110193304	ZJM1331_WGS	ZJM1331	Oryza sativa						ILLUMINA	PAIRED	9782795100
ERR9885924	SAMEA110193316	ZJM1343_WGS	ZJM1343	Oryza sativa						ILLUMINA	PAIRED	12660397800
ERR9885929	SAMEA110193327	ZJM1354_WGS	ZJM1354	Oryza sativa						ILLUMINA	PAIRED	11209453800
ERR9885942	SAMEA110193360	ZJM1388_WGS	ZJM1388	Oryza sativa						ILLUMINA	PAIRED	10419990900
ERR9885971	SAMEA110193488	ZJN17_WGS	ZJN17	Oryza sativa						ILLUMINA	PAIRED	19766869500
ERR9885979	SAMEA110193498	ZJN30_WGS	ZJN30	Oryza sativa						ILLUMINA	PAIRED	15696593700
ERR9885980	SAMEA110193499	ZJN31_WGS	ZJN31	Oryza sativa						ILLUMINA	PAIRED	9592307400
ERR9885988	SAMEA110193513	ZJN56_WGS	ZJN56	Oryza sativa						ILLUMINA	PAIRED	9992340600
ERR9885989	SAMEA110193514	ZJN57_WGS	ZJN57	Oryza sativa						ILLUMINA	PAIRED	12449716500
ERR9885996	SAMEA110193529	ZJN76_WGS	ZJN76	Oryza sativa						ILLUMINA	PAIRED	10295991300
ERR9885998	SAMEA110193532	ZJN80_WGS	ZJN80	Oryza sativa						ILLUMINA	PAIRED	10075283100
ERR9886004	SAMEA110193545	ZJN93_WGS	ZJN93	Oryza sativa						ILLUMINA	PAIRED	9804445200
ERR9886013	SAMEA110193565	ZJN114_WGS	ZJN114	Oryza sativa						ILLUMINA	PAIRED	13514529000
ERR9886019	SAMEA110193578	ZJN127_WGS	ZJN127	Oryza sativa						ILLUMINA	PAIRED	12746706600
ERR9886026	SAMEA110193601	ZJN160_WGS	ZJN160	Oryza sativa						ILLUMINA	PAIRED	18045632400
ERR9886030	SAMEA110193609	ZJN173_WGS	ZJN173	Oryza sativa						ILLUMINA	PAIRED	16780063200
ERR9886035	SAMEA110193620	ZJN187_WGS	ZJN187	Oryza sativa						ILLUMINA	PAIRED	25823820300
ERR9886042	SAMEA110193495	ZJN27_WGS	ZJN27	Oryza sativa						ILLUMINA	PAIRED	22686558300
ERR9886045	SAMEA110193508	ZJN49_WGS	ZJN49	Oryza sativa						ILLUMINA	PAIRED	11337263700
ERR9886051	SAMEA110193536	ZJN84_WGS	ZJN84	Oryza sativa						ILLUMINA	PAIRED	20913534900
ERR9886066	SAMEA110193040	ZJM1041_WGS	ZJM1041	Oryza sativa						ILLUMINA	PAIRED	12283573500
ERR9886079	SAMEA110193078	ZJM1079_WGS	ZJM1079	Oryza sativa						ILLUMINA	PAIRED	13274558100
ERR9886085	SAMEA110193100	ZJM1101_WGS	ZJM1101	Oryza sativa						ILLUMINA	PAIRED	15515929500
ERR9886086	SAMEA110193101	ZJM1102_WGS	ZJM1102	Oryza sativa						ILLUMINA	PAIRED	14157596100
ERR9886092	SAMEA110193125	ZJM1126_WGS	ZJM1126	Oryza sativa						ILLUMINA	PAIRED	11351394600
ERR9886098	SAMEA110192964	ZJM965_WGS	ZJM965	Oryza sativa						ILLUMINA	PAIRED	13834158600
ERR9886099	SAMEA110192965	ZJM966_WGS	ZJM966	Oryza sativa						ILLUMINA	PAIRED	9768165900
ERR9886107	SAMEA110193709	ZJN308_WGS	ZJN308	Oryza sativa						ILLUMINA	PAIRED	15981175800
ERR9886109	SAMEA110193743	ZJN344_WGS	ZJN344	Oryza sativa						ILLUMINA	PAIRED	27429544500
ERR9886111	SAMEA110193139	ZJM1143_WGS	ZJM1143	Oryza sativa						ILLUMINA	PAIRED	10916568900
ERR9886112	SAMEA110193140	ZJM1144_WGS	ZJM1144	Oryza sativa						ILLUMINA	PAIRED	9736715700
ERR9886115	SAMEA110193149	ZJM1155_WGS	ZJM1155	Oryza sativa						ILLUMINA	PAIRED	11549985900
ERR9886116	SAMEA110193150	ZJM1156_WGS	ZJM1156	Oryza sativa						ILLUMINA	PAIRED	11605945500
ERR9886118	SAMEA110193152	ZJM1158_WGS	ZJM1158	Oryza sativa						ILLUMINA	PAIRED	12764191500
ERR9886128	SAMEA110193176	ZJM1182_WGS	ZJM1182	Oryza sativa						ILLUMINA	PAIRED	12999131400
ERR9886134	SAMEA110193189	ZJM1195_WGS	ZJM1195	Oryza sativa						ILLUMINA	PAIRED	12971208300
ERR9886152	SAMEA110193225	ZJM1231_WGS	ZJM1231	Oryza sativa						ILLUMINA	PAIRED	14208509400
ERR9886157	SAMEA110192485	ZJM470_WGS	ZJM470	Oryza sativa						ILLUMINA	PAIRED	21561564600
ERR9886158	SAMEA110192528	ZJM514_WGS	ZJM514	Oryza sativa						ILLUMINA	PAIRED	18064843500
ERR9886159	SAMEA110192564	ZJM551_WGS	ZJM551	Oryza sativa						ILLUMINA	PAIRED	26457392700
ERR9886160	SAMEA110192669	ZJM659_WGS	ZJM659	Oryza sativa						ILLUMINA	PAIRED	23423177400
ERR9886164	SAMEA110192783	ZJM779_WGS	ZJM779	Oryza sativa						ILLUMINA	PAIRED	16910749200
ERR9886165	SAMEA110192807	ZJM803_WGS	ZJM803	Oryza sativa						ILLUMINA	PAIRED	14219273400
ERR9886169	SAMEA110193767	ZJN368_WGS	ZJN368	Oryza sativa						ILLUMINA	PAIRED	11758846200
ERR9886173	SAMEA110193650	ZJN230_WGS	ZJN230	Oryza sativa						ILLUMINA	PAIRED	15205770600
ERR9886175	SAMEA110193676	ZJN266_WGS	ZJN266	Oryza sativa						ILLUMINA	PAIRED	11052812100
ERR9886181	SAMEA110193705	ZJN304_WGS	ZJN304	Oryza sativa						ILLUMINA	PAIRED	20448639300
ERR9886182	SAMEA110193706	ZJN305_WGS	ZJN305	Oryza sativa						ILLUMINA	PAIRED	13400478300
ERR9886183	SAMEA110193707	ZJN306_WGS	ZJN306	Oryza sativa						ILLUMINA	PAIRED	13539471600
ERR9886184	SAMEA110193708	ZJN307_WGS	ZJN307	Oryza sativa						ILLUMINA	PAIRED	12127000200
ERR9886185	SAMEA110193710	ZJN309_WGS	ZJN309	Oryza sativa						ILLUMINA	PAIRED	10462066500
ERR9886188	SAMEA110193717	ZJN316_WGS	ZJN316	Oryza sativa						ILLUMINA	PAIRED	15998700900
ERR9886189	SAMEA110193718	ZJN317_WGS	ZJN317	Oryza sativa						ILLUMINA	PAIRED	19691374200
ERR9886192	SAMEA110193721	ZJN321_WGS	ZJN321	Oryza sativa						ILLUMINA	PAIRED	14236078500
ERR9886195	SAMEA110193727	ZJN328_WGS	ZJN328	Oryza sativa						ILLUMINA	PAIRED	14742508500
ERR9886206	SAMEA110193744	ZJN345_WGS	ZJN345	Oryza sativa						ILLUMINA	PAIRED	14431652700
ERR9886213	SAMEA110193756	ZJN357_WGS	ZJN357	Oryza sativa						ILLUMINA	PAIRED	11728272300
ERR9886217	SAMEA110193765	ZJN366_WGS	ZJN366	Oryza sativa						ILLUMINA	PAIRED	13849631700
ERR9886220	SAMEA110193769	ZJN370_WGS	ZJN370	Oryza sativa						ILLUMINA	PAIRED	17006236800
ERR9886223	SAMEA110193778	ZJN379_WGS	ZJN379	Oryza sativa						ILLUMINA	PAIRED	16048686000
ERR9886226	SAMEA110193787	ZJN388_WGS	ZJN388	Oryza sativa						ILLUMINA	PAIRED	15165262800
ERR9886227	SAMEA110193788	ZJN389_WGS	ZJN389	Oryza sativa						ILLUMINA	PAIRED	11369738400
ERR9886230	SAMEA110193793	ZJN394_WGS	ZJN394	Oryza sativa						ILLUMINA	PAIRED	13053039900
ERR9886240	SAMEA110193737	ZJN338_WGS	ZJN338	Oryza sativa						ILLUMINA	PAIRED	13120192500
ERR9886253	SAMEA110193772	ZJN373_WGS	ZJN373	Oryza sativa						ILLUMINA	PAIRED	9288624600
ERR9886260	SAMEA110193794	ZJN395_WGS	ZJN395	Oryza sativa						ILLUMINA	PAIRED	12986834700
ERR9886266	SAMEA110193802	ZJN403_WGS	ZJN403	Oryza sativa						ILLUMINA	PAIRED	9504080100
ERR9886270	SAMEA110193823	ZJN424_WGS	ZJN424	Oryza sativa						ILLUMINA	PAIRED	17804655600
ERR9886275	SAMEA110193836	ZJN437_WGS	ZJN437	Oryza sativa						ILLUMINA	PAIRED	13088316600
ERR9886278	SAMEA110193847	ZJN448_WGS	ZJN448	Oryza sativa						ILLUMINA	PAIRED	21152870400
ERR9886279	SAMEA110193848	ZJN449_WGS	ZJN449	Oryza sativa						ILLUMINA	PAIRED	23034322800
ERR9886287	SAMEA110193872	ZJN474_WGS	ZJN474	Oryza sativa						ILLUMINA	PAIRED	18430894800
ERR9886294	SAMEA110193815	ZJN416_WGS	ZJN416	Oryza sativa						ILLUMINA	PAIRED	16785649200
ERR9886295	SAMEA110193817	ZJN418_WGS	ZJN418	Oryza sativa						ILLUMINA	PAIRED	13551104400
ERR9886297	SAMEA110193820	ZJN421_WGS	ZJN421	Oryza sativa						ILLUMINA	PAIRED	16364908800
ERR9886299	SAMEA110193822	ZJN423_WGS	ZJN423	Oryza sativa						ILLUMINA	PAIRED	8445148800
ERR9886303	SAMEA110193830	ZJN431_WGS	ZJN431	Oryza sativa						ILLUMINA	PAIRED	11780270700
ERR9886304	SAMEA110193831	ZJN432_WGS	ZJN432	Oryza sativa						ILLUMINA	PAIRED	17407726800
ERR9886305	SAMEA110193832	ZJN433_WGS	ZJN433	Oryza sativa						ILLUMINA	PAIRED	10426044300
ERR9886309	SAMEA110193840	ZJN441_WGS	ZJN441	Oryza sativa						ILLUMINA	PAIRED	17678217300
ERR9886310	SAMEA110193841	ZJN442_WGS	ZJN442	Oryza sativa						ILLUMINA	PAIRED	13989850200
ERR9886316	SAMEA110193851	ZJN452_WGS	ZJN452	Oryza sativa						ILLUMINA	PAIRED	19082855700
ERR9886317	SAMEA110193852	ZJN453_WGS	ZJN453	Oryza sativa						ILLUMINA	PAIRED	16478036700
ERR9886322	SAMEA110193857	ZJN458_WGS	ZJN458	Oryza sativa						ILLUMINA	PAIRED	12385179300
ERR9886324	SAMEA110193862	ZJN464_WGS	ZJN464	Oryza sativa						ILLUMINA	PAIRED	15414767400
ERR9886336	SAMEA110193877	ZJN479_WGS	ZJN479	Oryza sativa						ILLUMINA	PAIRED	12969969600
ERR9886340	SAMEA110193885	ZJN487_WGS	ZJN487	Oryza sativa						ILLUMINA	PAIRED	18310488900
ERR9886344	SAMEA110193889	ZJN491_WGS	ZJN491	Oryza sativa						ILLUMINA	PAIRED	16452857700
ERR9886350	SAMEA110193957	ZJN601_WGS	ZJN601	Oryza sativa						ILLUMINA	PAIRED	12934994400
ERR9886358	SAMEA110193966	ZJN615_WGS	ZJN615	Oryza sativa						ILLUMINA	PAIRED	11710935300
ERR9886362	SAMEA110193970	ZJN624_WGS	ZJN624	Oryza sativa						ILLUMINA	PAIRED	11200299900
ERR9886365	SAMEA110193973	ZJN627_WGS	ZJN627	Oryza sativa						ILLUMINA	PAIRED	13067089500
ERR9886372	SAMEA110193980	ZJN639_WGS	ZJN639	Oryza sativa						ILLUMINA	PAIRED	11089883100
ERR9886373	SAMEA110193981	ZJN645_WGS	ZJN645	Oryza sativa						ILLUMINA	PAIRED	13044905700
ERR9886374	SAMEA110193982	ZJN646_WGS	ZJN646	Oryza sativa						ILLUMINA	PAIRED	12292874700
ERR9886375	SAMEA110193983	ZJN647_WGS	ZJN647	Oryza sativa						ILLUMINA	PAIRED	10305467100
ERR9886377	SAMEA110193985	ZJN649_WGS	ZJN649	Oryza sativa						ILLUMINA	PAIRED	17251456200
ERR9886380	SAMEA110193988	ZJN657_WGS	ZJN657	Oryza sativa						ILLUMINA	PAIRED	10149116100
ERR9886389	SAMEA110193997	ZJN671_WGS	ZJN671	Oryza sativa						ILLUMINA	PAIRED	16943889600
ERR9886394	SAMEA110194002	ZJN682_WGS	ZJN682	Oryza sativa						ILLUMINA	PAIRED	15778086000
ERR9886398	SAMEA110194006	ZJN686_WGS	ZJN686	Oryza sativa						ILLUMINA	PAIRED	9752232000
ERR9886399	SAMEA110194007	ZJN687_WGS	ZJN687	Oryza sativa						ILLUMINA	PAIRED	11833976700
ERR9886404	SAMEA110194037	ZJN724_WGS	ZJN724	Oryza sativa						ILLUMINA	PAIRED	17455824900
ERR9886409	SAMEA110194082	ZJN772_WGS	ZJN772	Oryza sativa						ILLUMINA	PAIRED	26887606800
ERR9886410	SAMEA110194010	ZJN690_WGS	ZJN690	Oryza sativa						ILLUMINA	PAIRED	11049978600
ERR9886413	SAMEA110194013	ZJN694_WGS	ZJN694	Oryza sativa						ILLUMINA	PAIRED	12050188800
ERR9886414	SAMEA110194014	ZJN695_WGS	ZJN695	Oryza sativa						ILLUMINA	PAIRED	10587026700
ERR9886419	SAMEA110194022	ZJN704_WGS	ZJN704	Oryza sativa						ILLUMINA	PAIRED	15696403500
ERR9886430	SAMEA110194034	ZJN721_WGS	ZJN721	Oryza sativa						ILLUMINA	PAIRED	21547462800
ERR9886431	SAMEA110194035	ZJN722_WGS	ZJN722	Oryza sativa						ILLUMINA	PAIRED	10236216300
ERR9886445	SAMEA110194055	ZJN745_WGS	ZJN745	Oryza sativa						ILLUMINA	PAIRED	14250927300
ERR9886451	SAMEA110194064	ZJN754_WGS	ZJN754	Oryza sativa						ILLUMINA	PAIRED	17567364000
ERR9886459	SAMEA110194075	ZJN765_WGS	ZJN765	Oryza sativa						ILLUMINA	PAIRED	14675605500
ERR9886464	SAMEA110194083	ZJN773_WGS	ZJN773	Oryza sativa						ILLUMINA	PAIRED	14087829900
ERR9886465	SAMEA110194084	ZJN774_WGS	ZJN774	Oryza sativa						ILLUMINA	PAIRED	11368008600
ERR9886474	SAMEA110194027	ZJN711_WGS	ZJN711	Oryza sativa						ILLUMINA	PAIRED	17019118200
ERR9886475	SAMEA110194036	ZJN723_WGS	ZJN723	Oryza sativa						ILLUMINA	PAIRED	21850971300
ERR9886476	SAMEA110194044	ZJN734_WGS	ZJN734	Oryza sativa						ILLUMINA	PAIRED	15306808800
ERR9886480	SAMEA110194068	ZJN758_WGS	ZJN758	Oryza sativa						ILLUMINA	PAIRED	18131835600
ERR9886485	SAMEA110194093	ZJN783_WGS	ZJN783	Oryza sativa						ILLUMINA	PAIRED	19692409800
ERR9886489	SAMEA110194097	ZJN787_WGS	ZJN787	Oryza sativa						ILLUMINA	PAIRED	19339504500
ERR9886493	SAMEA110194106	ZJN796_WGS	ZJN796	Oryza sativa						ILLUMINA	PAIRED	12362643900
ERR9886494	SAMEA110194107	ZJN797_WGS	ZJN797	Oryza sativa						ILLUMINA	PAIRED	12824220000
ERR9886497	SAMEA110194110	ZJN800_WGS	ZJN800	Oryza sativa						ILLUMINA	PAIRED	12394458000
ERR9886498	SAMEA110194111	ZJN801_WGS	ZJN801	Oryza sativa						ILLUMINA	PAIRED	13584954300
ERR9886500	SAMEA110194118	ZJN808_WGS	ZJN808	Oryza sativa						ILLUMINA	PAIRED	14658645300
ERR9886508	SAMEA110194131	ZJN821_WGS	ZJN821	Oryza sativa						ILLUMINA	PAIRED	13239460800
ERR9886512	SAMEA110194135	ZJN825_WGS	ZJN825	Oryza sativa						ILLUMINA	PAIRED	14414315700
ERR9886517	SAMEA110194146	ZJN836_WGS	ZJN836	Oryza sativa						ILLUMINA	PAIRED	10667879100
ERR9886520	SAMEA110194155	ZJN845_WGS	ZJN845	Oryza sativa						ILLUMINA	PAIRED	13996838400
ERR9886527	SAMEA110194168	ZJN858_WGS	ZJN858	Oryza sativa						ILLUMINA	PAIRED	12366608400
ERR9886529	SAMEA110194170	ZJN860_WGS	ZJN860	Oryza sativa						ILLUMINA	PAIRED	12224177100
ERR9886542	SAMEA110194113	ZJN803_WGS	ZJN803	Oryza sativa						ILLUMINA	PAIRED	12397880400
ERR9886543	SAMEA110194114	ZJN804_WGS	ZJN804	Oryza sativa						ILLUMINA	PAIRED	11695740600
ERR9886548	SAMEA110194126	ZJN816_WGS	ZJN816	Oryza sativa						ILLUMINA	PAIRED	12326245200
ERR9886552	SAMEA110194136	ZJN826_WGS	ZJN826	Oryza sativa						ILLUMINA	PAIRED	12760176900
ERR9886554	SAMEA110194138	ZJN828_WGS	ZJN828	Oryza sativa						ILLUMINA	PAIRED	14231283300
ERR9886560	SAMEA110194150	ZJN840_WGS	ZJN840	Oryza sativa						ILLUMINA	PAIRED	13837140000
ERR9886562	SAMEA110194152	ZJN842_WGS	ZJN842	Oryza sativa						ILLUMINA	PAIRED	15473325000
ERR9886564	SAMEA110194160	ZJN850_WGS	ZJN850	Oryza sativa						ILLUMINA	PAIRED	14413364400
ERR9886567	SAMEA110194163	ZJN853_WGS	ZJN853	Oryza sativa						ILLUMINA	PAIRED	12516359400
ERR9886577	SAMEA110194185	ZJN875_WGS	ZJN875	Oryza sativa						ILLUMINA	PAIRED	14300463300
ERR9886578	SAMEA110194186	ZJN876_WGS	ZJN876	Oryza sativa						ILLUMINA	PAIRED	11459826300
ERR9886579	SAMEA110194187	ZJN877_WGS	ZJN877	Oryza sativa						ILLUMINA	PAIRED	17310577200
ERR9886581	SAMEA110194189	ZJN879_WGS	ZJN879	Oryza sativa						ILLUMINA	PAIRED	10370401200
ERR9886583	SAMEA110194191	ZJN881_WGS	ZJN881	Oryza sativa						ILLUMINA	PAIRED	10515034500
ERR9886601	SAMEA110194193	ZJN883_WGS	ZJN883	Oryza sativa						ILLUMINA	PAIRED	18169503600
ERR9886602	SAMEA110194195	ZJN885_WGS	ZJN885	Oryza sativa						ILLUMINA	PAIRED	10848713400
ERR9886619	SAMEA110194224	ZJN914_WGS	ZJN914	Oryza sativa						ILLUMINA	PAIRED	16768096500
ERR9886620	SAMEA110194228	ZJN918_WGS	ZJN918	Oryza sativa						ILLUMINA	PAIRED	19403342100
ERR9886622	SAMEA110194234	ZJN924_WGS	ZJN924	Oryza sativa						ILLUMINA	PAIRED	12166077600
ERR9886632	SAMEA110194253	ZJN943_WGS	ZJN943	Oryza sativa						ILLUMINA	PAIRED	18333958500
ERR9886634	SAMEA110194256	ZJN946_WGS	ZJN946	Oryza sativa						ILLUMINA	PAIRED	16012580400
ERR9886641	SAMEA110194270	ZJN960_WGS	ZJN960	Oryza sativa						ILLUMINA	PAIRED	14851442700
ERR9886643	SAMEA110194276	ZJN966_WGS	ZJN966	Oryza sativa						ILLUMINA	PAIRED	21668053800
ERR9886645	SAMEA110194278	ZJN968_WGS	ZJN968	Oryza sativa						ILLUMINA	PAIRED	14773894500
