canonical_name	alias	relation	evidence	n_runs	norm_key
FENG-AI-ZAN	FENG-AI-ZAN	canonical	mechanical_normalization	1	fengaizan
FKR62N	FKR62N	canonical	mechanical_normalization	1	fkr62n
FR 13 A	FR 13 A	canonical	mechanical_normalization	1	fr13a
FUSAKOGANE	FUSAKOGANE	canonical	mechanical_normalization	1	fusakogane
FUSAOTOME	FUSAOTOME	canonical	mechanical_normalization	1	fusaotome
Fan 953	Fan 953	canonical	mechanical_normalization	1	fan953
Fan1	Fan1	canonical	mechanical_normalization	1	fan1
Fan2	Fan2	canonical	mechanical_normalization	1	fan2
Fan3	Fan3	canonical	mechanical_normalization	1	fan3
Fan43S	Fan43S	canonical	mechanical_normalization	1	fan43s
Fanny	Fanny	canonical	mechanical_normalization	1	fanny
Fedearroz174	Fedearroz174	canonical	mechanical_normalization	1	fedearroz174
Fedearroz2000	Fedearroz2000	canonical	mechanical_normalization	1	fedearroz2000
Fedearroz50	Fedearroz50	canonical	mechanical_normalization	1	fedearroz50
Fei11	Fei11	canonical	mechanical_normalization	1	fei11
Feigai122	Feigai122	canonical	mechanical_normalization	1	feigai122
Feihui6hao	Feihui6hao	canonical	mechanical_normalization	1	feihui6hao
Feng Lai Si Miao	Feng Lai Si Miao	canonical	mechanical_normalization	1	fenglaisimiao
Feng Shan Si Miao	Feng Shan Si Miao	canonical	mechanical_normalization	1	fengshansimiao
Feng9	Feng9	canonical	mechanical_normalization	1	feng9
Feng986	Feng986	canonical	mechanical_normalization	1	feng986
FengS	FengS	canonical	mechanical_normalization	1	fengs
Fengaizhang1hao	Fengaizhang1hao	canonical	mechanical_normalization	1	fengaizhang1hao
Fengbazhan	Fengbazhan	canonical	mechanical_normalization	1	fengbazhan
Fengdengnuo398	Fengdengnuo398	canonical	mechanical_normalization	1	fengdengnuo398
Fenghuazhan	Fenghuazhan	canonical	mechanical_normalization	1	fenghuazhan
Fengmeizhan	Fengmeizhan	canonical	mechanical_normalization	1	fengmeizhan
Fengnuo22	Fengnuo22	canonical	mechanical_normalization	1	fengnuo22
Fengqingai	Fengqingai	canonical	mechanical_normalization	1	fengqingai
FengqingzaoA	FengqingzaoA	canonical	mechanical_normalization	1	fengqingzaoa
Fengsizhan	Fengsizhan	canonical	mechanical_normalization	1	fengsizhan
Fengtian1A	Fengtian1A	canonical	mechanical_normalization	1	fengtian1a
Fengyouwan_8hao	Fengyouwan_8hao	canonical	mechanical_normalization	1	fengyouwan8hao
FengyuanA	FengyuanA	canonical	mechanical_normalization	1	fengyuana
Fix-Diploid1	Fix-Diploid1	canonical	mechanical_normalization	1	fixdiploid1
Fix-Diploid2	Fix-Diploid2	canonical	mechanical_normalization	1	fixdiploid2
Fix-Tetraploid1	Fix-Tetraploid1	canonical	mechanical_normalization	1	fixtetraploid1
Fix-Tetraploid2	Fix-Tetraploid2	canonical	mechanical_normalization	1	fixtetraploid2
Forbiprotife	Forbiprotife	canonical	mechanical_normalization	1	forbiprotife
Fu He Dao 9463	Fu He Dao 9463	canonical	mechanical_normalization	1	fuhedao9463
Fu Xiang Zhan	Fu Xiang Zhan	canonical	mechanical_normalization	1	fuxiangzhan
Fu228S	Fu228S	canonical	mechanical_normalization	1	fu228s
Fu36-2	Fu36-2	canonical	mechanical_normalization	1	fu362
Fufengnuo446	Fufengnuo446	canonical	mechanical_normalization	1	fufengnuo446
Fuhui016	Fuhui016	canonical	mechanical_normalization	1	fuhui016
Fuhui0724	Fuhui0724	canonical	mechanical_normalization	1	fuhui0724
Fuhui2098	Fuhui2098	canonical	mechanical_normalization	1	fuhui2098
Fuhui5138	Fuhui5138	canonical	mechanical_normalization	1	fuhui5138
Fuhui636	Fuhui636	canonical	mechanical_normalization	1	fuhui636
Fuhui636_1	Fuhui636_1	canonical	mechanical_normalization	1	fuhui6361
Fuhui639	Fuhui639	canonical	mechanical_normalization	1	fuhui639
Fuhui639_1	Fuhui639_1	canonical	mechanical_normalization	1	fuhui6391
Fuhui667	Fuhui667	canonical	mechanical_normalization	1	fuhui667
Fuhui669	Fuhui669	canonical	mechanical_normalization	1	fuhui669
Fuhui676_1	Fuhui676_1	canonical	mechanical_normalization	1	fuhui6761
Fuhui676_2	Fuhui676_2	canonical	mechanical_normalization	1	fuhui6762
Fuhui676_3	Fuhui676_3	canonical	mechanical_normalization	1	fuhui6763
Fuhui683	Fuhui683	canonical	mechanical_normalization	1	fuhui683
Fuhui696	Fuhui696	canonical	mechanical_normalization	1	fuhui696
Fuhui696_1	Fuhui696_1	canonical	mechanical_normalization	1	fuhui6961
Fuhui699_1	Fuhui699_1	canonical	mechanical_normalization	1	fuhui6991
Fuhui7185	Fuhui7185	canonical	mechanical_normalization	1	fuhui7185
Fuhui802	Fuhui802	canonical	mechanical_normalization	1	fuhui802
Fuhui838S	Fuhui838S	canonical	mechanical_normalization	1	fuhui838s
Fuhui9303	Fuhui9303	canonical	mechanical_normalization	1	fuhui9303
Fuhui964	Fuhui964	canonical	mechanical_normalization	1	fuhui964
Fuhui9801	Fuhui9801	canonical	mechanical_normalization	1	fuhui9801
Fuhui9802	Fuhui9802	canonical	mechanical_normalization	1	fuhui9802
Fujisaka 5	Fujisaka 5	canonical	mechanical_normalization	1	fujisaka5
Fukkurinko	Fukkurinko	canonical	mechanical_normalization	1	fukkurinko
Fukunishiki	Fukunishiki	canonical	mechanical_normalization	1	fukunishiki
FulongS2	FulongS2	canonical	mechanical_normalization	1	fulongs2
Funonglvxiang	Funonglvxiang	canonical	mechanical_normalization	1	funonglvxiang
Fuxiang1A	Fuxiang1A	canonical	mechanical_normalization	1	fuxiang1a
Fu Xiang Zhan	Fuxiangzhan	spelling_variant	mechanical_normalization	1	fuxiangzhan
FuyiA	FuyiA	canonical	mechanical_normalization	1	fuyia
Fuyu1haoA	Fuyu1haoA	canonical	mechanical_normalization	1	fuyu1haoa
FuyuanA	FuyuanA	canonical	mechanical_normalization	1	fuyuana
FuzhenA	FuzhenA	canonical	mechanical_normalization	1	fuzhena
G1143	G1143	canonical	mechanical_normalization	1	g1143
G201A	G201A	canonical	mechanical_normalization	1	g201a
G2480A	G2480A	canonical	mechanical_normalization	1	g2480a
G374	G374	canonical	mechanical_normalization	1	g374
G40011	G40011	canonical	mechanical_normalization	1	g40011
G40021	G40021	canonical	mechanical_normalization	1	g40021
G40031	G40031	canonical	mechanical_normalization	1	g40031
G40041	G40041	canonical	mechanical_normalization	1	g40041
G40061	G40061	canonical	mechanical_normalization	1	g40061
G40091	G40091	canonical	mechanical_normalization	1	g40091
G40101	G40101	canonical	mechanical_normalization	1	g40101
G40111	G40111	canonical	mechanical_normalization	1	g40111
G40121	G40121	canonical	mechanical_normalization	1	g40121
G40131	G40131	canonical	mechanical_normalization	1	g40131
G40141	G40141	canonical	mechanical_normalization	1	g40141
G40151	G40151	canonical	mechanical_normalization	1	g40151
G40171	G40171	canonical	mechanical_normalization	1	g40171
G40181	G40181	canonical	mechanical_normalization	1	g40181
G40191	G40191	canonical	mechanical_normalization	1	g40191
G40201	G40201	canonical	mechanical_normalization	1	g40201
G40211	G40211	canonical	mechanical_normalization	1	g40211
G40221	G40221	canonical	mechanical_normalization	1	g40221
G40231	G40231	canonical	mechanical_normalization	1	g40231
G40242	G40242	canonical	mechanical_normalization	1	g40242
G40251	G40251	canonical	mechanical_normalization	1	g40251
G40261	G40261	canonical	mechanical_normalization	1	g40261
G40271	G40271	canonical	mechanical_normalization	1	g40271
G40281	G40281	canonical	mechanical_normalization	1	g40281
G40291	G40291	canonical	mechanical_normalization	1	g40291
G40301	G40301	canonical	mechanical_normalization	1	g40301
G40321	G40321	canonical	mechanical_normalization	1	g40321
G40331	G40331	canonical	mechanical_normalization	1	g40331
G40341	G40341	canonical	mechanical_normalization	1	g40341
G40351	G40351	canonical	mechanical_normalization	1	g40351
G40361	G40361	canonical	mechanical_normalization	1	g40361
G40381	G40381	canonical	mechanical_normalization	1	g40381
G40391	G40391	canonical	mechanical_normalization	1	g40391
G40431	G40431	canonical	mechanical_normalization	1	g40431
G40451	G40451	canonical	mechanical_normalization	1	g40451
G40461	G40461	canonical	mechanical_normalization	1	g40461
G40471	G40471	canonical	mechanical_normalization	1	g40471
G40481	G40481	canonical	mechanical_normalization	1	g40481
G40491	G40491	canonical	mechanical_normalization	1	g40491
G40501	G40501	canonical	mechanical_normalization	1	g40501
G40511	G40511	canonical	mechanical_normalization	1	g40511
G40521	G40521	canonical	mechanical_normalization	1	g40521
G40531	G40531	canonical	mechanical_normalization	1	g40531
G40541	G40541	canonical	mechanical_normalization	1	g40541
G40551	G40551	canonical	mechanical_normalization	1	g40551
G40561	G40561	canonical	mechanical_normalization	1	g40561
G40571	G40571	canonical	mechanical_normalization	1	g40571
G40581	G40581	canonical	mechanical_normalization	1	g40581
G40591	G40591	canonical	mechanical_normalization	1	g40591
G40601	G40601	canonical	mechanical_normalization	1	g40601
G40611	G40611	canonical	mechanical_normalization	1	g40611
G40621	G40621	canonical	mechanical_normalization	1	g40621
G40631	G40631	canonical	mechanical_normalization	1	g40631
G40641	G40641	canonical	mechanical_normalization	1	g40641
G40651	G40651	canonical	mechanical_normalization	1	g40651
G40661	G40661	canonical	mechanical_normalization	1	g40661
G40671	G40671	canonical	mechanical_normalization	1	g40671
G40681	G40681	canonical	mechanical_normalization	1	g40681
G40691	G40691	canonical	mechanical_normalization	1	g40691
G40701	G40701	canonical	mechanical_normalization	1	g40701
G40711	G40711	canonical	mechanical_normalization	1	g40711
G40721	G40721	canonical	mechanical_normalization	1	g40721
G40731	G40731	canonical	mechanical_normalization	1	g40731
G40741	G40741	canonical	mechanical_normalization	1	g40741
G40751	G40751	canonical	mechanical_normalization	1	g40751
G40771	G40771	canonical	mechanical_normalization	1	g40771
G40781	G40781	canonical	mechanical_normalization	1	g40781
G40791	G40791	canonical	mechanical_normalization	1	g40791
G40801	G40801	canonical	mechanical_normalization	1	g40801
G40811	G40811	canonical	mechanical_normalization	1	g40811
G40821	G40821	canonical	mechanical_normalization	1	g40821
G40832	G40832	canonical	mechanical_normalization	1	g40832
G40841	G40841	canonical	mechanical_normalization	1	g40841
G40851	G40851	canonical	mechanical_normalization	1	g40851
G40871	G40871	canonical	mechanical_normalization	1	g40871
G40892	G40892	canonical	mechanical_normalization	1	g40892
G40901	G40901	canonical	mechanical_normalization	1	g40901
G40911	G40911	canonical	mechanical_normalization	1	g40911
G40931	G40931	canonical	mechanical_normalization	1	g40931
G40951	G40951	canonical	mechanical_normalization	1	g40951
G40961	G40961	canonical	mechanical_normalization	1	g40961
G40972	G40972	canonical	mechanical_normalization	1	g40972
G40991	G40991	canonical	mechanical_normalization	1	g40991
G41021	G41021	canonical	mechanical_normalization	1	g41021
G41031	G41031	canonical	mechanical_normalization	1	g41031
G41051	G41051	canonical	mechanical_normalization	1	g41051
G41061	G41061	canonical	mechanical_normalization	1	g41061
G41071	G41071	canonical	mechanical_normalization	1	g41071
G41081	G41081	canonical	mechanical_normalization	1	g41081
G41091	G41091	canonical	mechanical_normalization	1	g41091
G41101	G41101	canonical	mechanical_normalization	1	g41101
G41111	G41111	canonical	mechanical_normalization	1	g41111
G41121	G41121	canonical	mechanical_normalization	1	g41121
G41141	G41141	canonical	mechanical_normalization	1	g41141
G41151	G41151	canonical	mechanical_normalization	1	g41151
G41161	G41161	canonical	mechanical_normalization	1	g41161
G41171	G41171	canonical	mechanical_normalization	1	g41171
G41181	G41181	canonical	mechanical_normalization	1	g41181
G41191	G41191	canonical	mechanical_normalization	1	g41191
G41201	G41201	canonical	mechanical_normalization	1	g41201
G41211	G41211	canonical	mechanical_normalization	1	g41211
G41221	G41221	canonical	mechanical_normalization	1	g41221
G41231	G41231	canonical	mechanical_normalization	1	g41231
G41241	G41241	canonical	mechanical_normalization	1	g41241
G41261	G41261	canonical	mechanical_normalization	1	g41261
G41271	G41271	canonical	mechanical_normalization	1	g41271
G41281	G41281	canonical	mechanical_normalization	1	g41281
G41291	G41291	canonical	mechanical_normalization	1	g41291
G41301	G41301	canonical	mechanical_normalization	1	g41301
G41311	G41311	canonical	mechanical_normalization	1	g41311
G41322	G41322	canonical	mechanical_normalization	1	g41322
G41331	G41331	canonical	mechanical_normalization	1	g41331
G41341	G41341	canonical	mechanical_normalization	1	g41341
G41351	G41351	canonical	mechanical_normalization	1	g41351
G41371	G41371	canonical	mechanical_normalization	1	g41371
G41381	G41381	canonical	mechanical_normalization	1	g41381
G41391	G41391	canonical	mechanical_normalization	1	g41391
G41401	G41401	canonical	mechanical_normalization	1	g41401
G41411	G41411	canonical	mechanical_normalization	1	g41411
G41421	G41421	canonical	mechanical_normalization	1	g41421
G41431	G41431	canonical	mechanical_normalization	1	g41431
G41441	G41441	canonical	mechanical_normalization	1	g41441
G41451	G41451	canonical	mechanical_normalization	1	g41451
G41481	G41481	canonical	mechanical_normalization	1	g41481
G41491	G41491	canonical	mechanical_normalization	1	g41491
G41511	G41511	canonical	mechanical_normalization	1	g41511
G41521	G41521	canonical	mechanical_normalization	1	g41521
G41531	G41531	canonical	mechanical_normalization	1	g41531
G41541	G41541	canonical	mechanical_normalization	1	g41541
G41551	G41551	canonical	mechanical_normalization	1	g41551
G41561	G41561	canonical	mechanical_normalization	1	g41561
G41571	G41571	canonical	mechanical_normalization	1	g41571
G41581	G41581	canonical	mechanical_normalization	1	g41581
G41601	G41601	canonical	mechanical_normalization	1	g41601
G41611	G41611	canonical	mechanical_normalization	1	g41611
G41621	G41621	canonical	mechanical_normalization	1	g41621
G41631	G41631	canonical	mechanical_normalization	1	g41631
G41641	G41641	canonical	mechanical_normalization	1	g41641
G41651	G41651	canonical	mechanical_normalization	1	g41651
G41661	G41661	canonical	mechanical_normalization	1	g41661
G41671	G41671	canonical	mechanical_normalization	1	g41671
G41681	G41681	canonical	mechanical_normalization	1	g41681
G41691	G41691	canonical	mechanical_normalization	1	g41691
G41701	G41701	canonical	mechanical_normalization	1	g41701
G41711	G41711	canonical	mechanical_normalization	1	g41711
G41721	G41721	canonical	mechanical_normalization	1	g41721
G41731	G41731	canonical	mechanical_normalization	1	g41731
G41741	G41741	canonical	mechanical_normalization	1	g41741
G41761	G41761	canonical	mechanical_normalization	1	g41761
G41771	G41771	canonical	mechanical_normalization	1	g41771
G41781	G41781	canonical	mechanical_normalization	1	g41781
G41791	G41791	canonical	mechanical_normalization	1	g41791
G41801	G41801	canonical	mechanical_normalization	1	g41801
G41811	G41811	canonical	mechanical_normalization	1	g41811
G41821	G41821	canonical	mechanical_normalization	1	g41821
G41831	G41831	canonical	mechanical_normalization	1	g41831
G41861	G41861	canonical	mechanical_normalization	1	g41861
G41871	G41871	canonical	mechanical_normalization	1	g41871
G41891	G41891	canonical	mechanical_normalization	1	g41891
G41901	G41901	canonical	mechanical_normalization	1	g41901
G41911	G41911	canonical	mechanical_normalization	1	g41911
G41921	G41921	canonical	mechanical_normalization	1	g41921
G41941	G41941	canonical	mechanical_normalization	1	g41941
G41951	G41951	canonical	mechanical_normalization	1	g41951
G41961	G41961	canonical	mechanical_normalization	1	g41961
G41971	G41971	canonical	mechanical_normalization	1	g41971
G41991	G41991	canonical	mechanical_normalization	1	g41991
G42001	G42001	canonical	mechanical_normalization	1	g42001
G42021	G42021	canonical	mechanical_normalization	1	g42021
G42031	G42031	canonical	mechanical_normalization	1	g42031
G42051	G42051	canonical	mechanical_normalization	1	g42051
G42081	G42081	canonical	mechanical_normalization	1	g42081
G42091	G42091	canonical	mechanical_normalization	1	g42091
G42101	G42101	canonical	mechanical_normalization	1	g42101
G42131	G42131	canonical	mechanical_normalization	1	g42131
G42151	G42151	canonical	mechanical_normalization	1	g42151
G42171	G42171	canonical	mechanical_normalization	1	g42171
G42191	G42191	canonical	mechanical_normalization	1	g42191
G42221	G42221	canonical	mechanical_normalization	1	g42221
G42241	G42241	canonical	mechanical_normalization	1	g42241
G42281	G42281	canonical	mechanical_normalization	1	g42281
G42301	G42301	canonical	mechanical_normalization	1	g42301
G42351	G42351	canonical	mechanical_normalization	1	g42351
G42361	G42361	canonical	mechanical_normalization	1	g42361
G42371	G42371	canonical	mechanical_normalization	1	g42371
G42391	G42391	canonical	mechanical_normalization	1	g42391
G46B	G46B	canonical	mechanical_normalization	1	g46b
G6H1	G6H1	canonical	mechanical_normalization	1	g6h1
GANLANGU	GANLANGU	canonical	mechanical_normalization	1	ganlangu
GD-1S	GD-1S	canonical	mechanical_normalization	1	gd1s
GD-7S	GD-7S	canonical	mechanical_normalization	1	gd7s
GH-2	GH-2	canonical	mechanical_normalization	1	gh2
GH-3	GH-3	canonical	mechanical_normalization	1	gh3
GH-6	GH-6	canonical	mechanical_normalization	1	gh6
GL84	GL84	canonical	mechanical_normalization	1	gl84
GPNO 1106	GPNO 1106	canonical	mechanical_normalization	1	gpno1106
GPNO 5055	GPNO 5055	canonical	mechanical_normalization	1	gpno5055
GR18-SARI	GR18-SARI	canonical	mechanical_normalization	1	gr18sari
GUNDIL_PUTIH	GUNDIL_PUTIH	canonical	mechanical_normalization	1	gundilputih
GUYANE 1	GUYANE 1	canonical	mechanical_normalization	1	guyane1
GW-1	GW-1	canonical	mechanical_normalization	1	gw1
GW-2	GW-2	canonical	mechanical_normalization	1	gw2
Gaekjujodo	Gaekjujodo	canonical	mechanical_normalization	1	gaekjujodo
Gageron	Gageron	canonical	mechanical_normalization	1	gageron
Gajin1	Gajin1	canonical	mechanical_normalization	1	gajin1
Gajin2	Gajin2	canonical	mechanical_normalization	1	gajin2
Gallawa	Gallawa	canonical	mechanical_normalization	1	gallawa
Galsaekggaraksyare	Galsaekggaraksyare	canonical	mechanical_normalization	1	galsaekggaraksyare
Galsaeksyare	Galsaeksyare	canonical	mechanical_normalization	1	galsaeksyare
Gamadi	Gamadi	canonical	mechanical_normalization	1	gamadi
Gan Ju 1	Gan Ju 1	canonical	mechanical_normalization	1	ganju1
Gan Ning Geng 2	Gan Ning Geng 2	canonical	mechanical_normalization	1	ganninggeng2
Gan Xiang Zhan 1	Gan Xiang Zhan 1	canonical	mechanical_normalization	1	ganxiangzhan1
Ganbo 4	Ganbo 4	canonical	mechanical_normalization	1	ganbo4
Gang46A	Gang46A	canonical	mechanical_normalization	1	gang46a
Gang48A	Gang48A	canonical	mechanical_normalization	1	gang48a
Gang901A	Gang901A	canonical	mechanical_normalization	1	gang901a
Gangchan	Gangchan	canonical	mechanical_normalization	1	gangchan
Ganggr442	Ganggr442	canonical	mechanical_normalization	1	ganggr442
Ganggye 1	Ganggye 1	canonical	mechanical_normalization	1	ganggye1
Ganggye 10	Ganggye 10	canonical	mechanical_normalization	1	ganggye10
Ganggye 11	Ganggye 11	canonical	mechanical_normalization	1	ganggye11
Ganggye 12	Ganggye 12	canonical	mechanical_normalization	1	ganggye12
Ganggye 2	Ganggye 2	canonical	mechanical_normalization	1	ganggye2
Ganggye 3	Ganggye 3	canonical	mechanical_normalization	1	ganggye3
Ganggye 4	Ganggye 4	canonical	mechanical_normalization	1	ganggye4
Ganggye 5	Ganggye 5	canonical	mechanical_normalization	1	ganggye5
Ganggye 6	Ganggye 6	canonical	mechanical_normalization	1	ganggye6
Ganggye 7	Ganggye 7	canonical	mechanical_normalization	1	ganggye7
Ganggye 8	Ganggye 8	canonical	mechanical_normalization	1	ganggye8
Ganggye 9	Ganggye 9	canonical	mechanical_normalization	1	ganggye9
Ganghui988	Ganghui988	canonical	mechanical_normalization	1	ganghui988
Gangnyeong1	Gangnyeong1	canonical	mechanical_normalization	1	gangnyeong1
Gangnyeong10	Gangnyeong10	canonical	mechanical_normalization	1	gangnyeong10
Gangnyeong2	Gangnyeong2	canonical	mechanical_normalization	1	gangnyeong2
Gangnyeong3	Gangnyeong3	canonical	mechanical_normalization	1	gangnyeong3
Gangnyeong4	Gangnyeong4	canonical	mechanical_normalization	1	gangnyeong4
Gangnyeong5	Gangnyeong5	canonical	mechanical_normalization	1	gangnyeong5
Gangnyeong6	Gangnyeong6	canonical	mechanical_normalization	1	gangnyeong6
Gangnyeong7	Gangnyeong7	canonical	mechanical_normalization	1	gangnyeong7
Gangnyeong8	Gangnyeong8	canonical	mechanical_normalization	1	gangnyeong8
Gangnyeong9	Gangnyeong9	canonical	mechanical_normalization	1	gangnyeong9
Gangreungdo	Gangreungdo	canonical	mechanical_normalization	1	gangreungdo
Gangwondo	Gangwondo	canonical	mechanical_normalization	1	gangwondo
Gangxiang1A	Gangxiang1A	canonical	mechanical_normalization	1	gangxiang1a
Ganwannuo7hao	Ganwannuo7hao	canonical	mechanical_normalization	1	ganwannuo7hao
Ganwanxian14hao	Ganwanxian14hao	canonical	mechanical_normalization	1	ganwanxian14hao
Ganwanxian19	Ganwanxian19	canonical	mechanical_normalization	1	ganwanxian19
Ganwanxian30	Ganwanxian30	canonical	mechanical_normalization	1	ganwanxian30
Ganwanxian32hao	Ganwanxian32hao	canonical	mechanical_normalization	1	ganwanxian32hao
Ganwanxian37hao	Ganwanxian37hao	canonical	mechanical_normalization	1	ganwanxian37hao
Ganxiang	Ganxiang	canonical	mechanical_normalization	1	ganxiang
GanxiangB-1	GanxiangB-1	canonical	mechanical_normalization	1	ganxiangb1
GanxiangB-2	GanxiangB-2	canonical	mechanical_normalization	1	ganxiangb2
Ganzaoxian37hao	Ganzaoxian37hao	canonical	mechanical_normalization	1	ganzaoxian37hao
Ganzaoxian48hao	Ganzaoxian48hao	canonical	mechanical_normalization	1	ganzaoxian48hao
Ganzaoxian49hao	Ganzaoxian49hao	canonical	mechanical_normalization	1	ganzaoxian49hao
Ganzaoxian51hao	Ganzaoxian51hao	canonical	mechanical_normalization	1	ganzaoxian51hao
Ganzaoxian55hao	Ganzaoxian55hao	canonical	mechanical_normalization	1	ganzaoxian55hao
Gao	Gao	canonical	mechanical_normalization	1	gao
Gaodanbaixiangdao	Gaodanbaixiangdao	canonical	mechanical_normalization	1	gaodanbaixiangdao
Gaogengdasui	Gaogengdasui	canonical	mechanical_normalization	1	gaogengdasui
Gaoliangdao	Gaoliangdao	canonical	mechanical_normalization	1	gaoliangdao
Gasym Hany	Gasym Hany	canonical	mechanical_normalization	1	gasymhany
Gaya	Gaya	canonical	mechanical_normalization	1	gaya
Gazan	Gazan	canonical	mechanical_normalization	1	gazan
Gendjah_Gempol	Gendjah_Gempol	canonical	mechanical_normalization	1	gendjahgempol
Genfengsimiao	Genfengsimiao	canonical	mechanical_normalization	1	genfengsimiao
Geng You 1	Geng You 1	canonical	mechanical_normalization	1	gengyou1
Geng You 7699	Geng You 7699	canonical	mechanical_normalization	1	gengyou7699
Geonganghongmi	Geonganghongmi	canonical	mechanical_normalization	1	geonganghongmi
Ggaebyeo	Ggaebyeo	canonical	mechanical_normalization	1	ggaebyeo
Gia Loc 37	Gia Loc 37	canonical	mechanical_normalization	1	gialoc37
Gigante	Gigante	canonical	mechanical_normalization	1	gigante
Giho	Giho	canonical	mechanical_normalization	1	giho
Giza14	Giza14	canonical	mechanical_normalization	1	giza14
Giza177	Giza177	canonical	mechanical_normalization	1	giza177
Giza181	Giza181	canonical	mechanical_normalization	1	giza181
Goami	Goami	canonical	mechanical_normalization	1	goami
Godawee	Godawee	canonical	mechanical_normalization	1	godawee
Gompa 2	Gompa 2	canonical	mechanical_normalization	1	gompa2
Gong Mi 9	Gong Mi 9	canonical	mechanical_normalization	1	gongmi9
Gongzhuling03	Gongzhuling03	canonical	mechanical_normalization	1	gongzhuling03
Gongzhuling06	Gongzhuling06	canonical	mechanical_normalization	1	gongzhuling06
Gongzhuling07	Gongzhuling07	canonical	mechanical_normalization	1	gongzhuling07
Gopum	Gopum	canonical	mechanical_normalization	1	gopum
Goryeong 13	Goryeong 13	canonical	mechanical_normalization	1	goryeong13
Gou Dang 3	Gou Dang 3	canonical	mechanical_normalization	1	goudang3
Goun	Goun	canonical	mechanical_normalization	1	goun
Grassy	Grassy	canonical	mechanical_normalization	1	grassy
Green Pearl 3	Green Pearl 3	canonical	mechanical_normalization	1	greenpearl3
Gu223	Gu223	canonical	mechanical_normalization	1	gu223
Gu34	Gu34	canonical	mechanical_normalization	1	gu34
Guang Chang Ai 6	Guang Chang Ai 6	canonical	mechanical_normalization	1	guangchangai6
Guang Hui 1288	Guang Hui 1288	canonical	mechanical_normalization	1	guanghui1288
Guang Liang You19	Guang Liang You19	canonical	mechanical_normalization	1	guangliangyou19
Guang You 7289	Guang You 7289	canonical	mechanical_normalization	1	guangyou7289
Guang lu ai4	Guang lu ai4	canonical	mechanical_normalization	1	guangluai4
Guang23A	Guang23A	canonical	mechanical_normalization	1	guang23a
Guang8B	Guang8B	canonical	mechanical_normalization	1	guang8b
Guangchangai3784	Guangchangai3784	canonical	mechanical_normalization	1	guangchangai3784
Guangchangai4182	Guangchangai4182	canonical	mechanical_normalization	1	guangchangai4182
Guangdong223A	Guangdong223A	canonical	mechanical_normalization	1	guangdong223a
Guanger104	Guanger104	canonical	mechanical_normalization	1	guanger104
Guangershi	Guangershi	canonical	mechanical_normalization	1	guangershi
GuangheA	GuangheA	canonical	mechanical_normalization	1	guanghea
Guanghui122	Guanghui122	canonical	mechanical_normalization	1	guanghui122
Guanghui128	Guanghui128	canonical	mechanical_normalization	1	guanghui128
Guanghui312	Guanghui312	canonical	mechanical_normalization	1	guanghui312
Guanghui3550	Guanghui3550	canonical	mechanical_normalization	1	guanghui3550
Guanghui368	Guanghui368	canonical	mechanical_normalization	1	guanghui368
Guanghui380	Guanghui380	canonical	mechanical_normalization	1	guanghui380
Guanghui880	Guanghui880	canonical	mechanical_normalization	1	guanghui880
Guanghui998	Guanghui998	canonical	mechanical_normalization	1	guanghui998
Guangjie9hao	Guangjie9hao	canonical	mechanical_normalization	1	guangjie9hao
Guangkang13A	Guangkang13A	canonical	mechanical_normalization	1	guangkang13a
Guangluai4hao	Guangluai4hao	canonical	mechanical_normalization	1	guangluai4hao
GuanglugenA	GuanglugenA	canonical	mechanical_normalization	1	guanglugena
Guangmingnuo2	Guangmingnuo2	canonical	mechanical_normalization	1	guangmingnuo2
GuangmoHS	GuangmoHS	canonical	mechanical_normalization	1	guangmohs
GuangmoS	GuangmoS	canonical	mechanical_normalization	1	guangmos
Guangnuo	Guangnuo	canonical	mechanical_normalization	1	guangnuo
Guangtang69A	Guangtang69A	canonical	mechanical_normalization	1	guangtang69a
Guangxiang24S	Guangxiang24S	canonical	mechanical_normalization	1	guangxiang24s
Guangxuan3hao	Guangxuan3hao	canonical	mechanical_normalization	1	guangxuan3hao
Guangyuanzhan5hao	Guangyuanzhan5hao	canonical	mechanical_normalization	1	guangyuanzhan5hao
Guangzhan63-4S	Guangzhan63-4S	canonical	mechanical_normalization	1	guangzhan634s
Guangzhan63S	Guangzhan63S	canonical	mechanical_normalization	1	guangzhan63s
Guanzhangnuo	Guanzhangnuo	canonical	mechanical_normalization	1	guanzhangnuo
Guemnam	Guemnam	canonical	mechanical_normalization	1	guemnam
GufengA	GufengA	canonical	mechanical_normalization	1	gufenga
Gugui1563	Gugui1563	canonical	mechanical_normalization	1	gugui1563
Guhwangdo	Guhwangdo	canonical	mechanical_normalization	1	guhwangdo
Gui 826	Gui 826	canonical	mechanical_normalization	1	gui826
Gui Feng Xiang Zhan	Gui Feng Xiang Zhan	canonical	mechanical_normalization	1	guifengxiangzhan
Gui Fu 3	Gui Fu 3	canonical	mechanical_normalization	1	guifu3
Gui Hui 051	Gui Hui 051	canonical	mechanical_normalization	1	guihui051
Gui Yu 18	Gui Yu 18	canonical	mechanical_normalization	1	guiyu18
Gui1025	Gui1025	canonical	mechanical_normalization	1	gui1025
Gui44	Gui44	canonical	mechanical_normalization	1	gui44
Gui553	Gui553	canonical	mechanical_normalization	1	gui553
Gui582	Gui582	canonical	mechanical_normalization	1	gui582
Gui649	Gui649	canonical	mechanical_normalization	1	gui649
