canonical_name	alias	relation	evidence	n_runs	norm_key
Yangdao4hao	Yangdao4hao	canonical	mechanical_normalization	2	yangdao4hao
Yeqinglun	Yeqinglun	canonical	mechanical_normalization	2	yeqinglun
Yixiang1	Yixiang1	canonical	mechanical_normalization	2	yixiang1
Yue4A	Yue4A	canonical	mechanical_normalization	2	yue4a
Yueguang	Yueguang	canonical	mechanical_normalization	2	yueguang
Yuexiangzhan	Yuexiangzhan	canonical	mechanical_normalization	2	yuexiangzhan
ZS97	ZS97	canonical	mechanical_normalization	2	zs97
Zhaiyeqing8hao	Zhaiyeqing8hao	canonical	mechanical_normalization	2	zhaiyeqing8hao
Zhefu802	Zhefu802	canonical	mechanical_normalization	2	zhefu802
Zhenzhuai	Zhenzhuai	canonical	mechanical_normalization	2	zhenzhuai
Zihui100	Zihui100	canonical	mechanical_normalization	2	zihui100
normal leaf	normal leaf	canonical	mechanical_normalization	2	normalleaf
parent2	parent2	canonical	mechanical_normalization	2	parent2
tetraploid of 9N	tetraploid of 9N	canonical	mechanical_normalization	2	tetraploidof9n
tetraploid of N9	tetraploid of N9	canonical	mechanical_normalization	2	tetraploidofn9
whitened leaf	whitened leaf	canonical	mechanical_normalization	2	whitenedleaf
02428	#02428	spelling_variant	mechanical_normalization	1	02428
002-8A	002-8A	canonical	mechanical_normalization	1	0028a
029S	029S	canonical	mechanical_normalization	1	029s
033S	033S	canonical	mechanical_normalization	1	033s
039S	039S	canonical	mechanical_normalization	1	039s
03S	03S	canonical	mechanical_normalization	1	03s
043S	043S	canonical	mechanical_normalization	1	043s
05CR89B	05CR89B	canonical	mechanical_normalization	1	05cr89b
1	1	canonical	mechanical_normalization	1	1
10	10	canonical	mechanical_normalization	1	10
1001	1001	canonical	mechanical_normalization	1	1001
1003	1003	canonical	mechanical_normalization	1	1003
1006	1006	canonical	mechanical_normalization	1	1006
1008	1008	canonical	mechanical_normalization	1	1008
1015	1015	canonical	mechanical_normalization	1	1015
1017	1017	canonical	mechanical_normalization	1	1017
1025	1025	canonical	mechanical_normalization	1	1025
1026	1026	canonical	mechanical_normalization	1	1026
1031	1031	canonical	mechanical_normalization	1	1031
10340	10340	canonical	mechanical_normalization	1	10340
1035	1035	canonical	mechanical_normalization	1	1035
103A	103A	canonical	mechanical_normalization	1	103a
1043	1043	canonical	mechanical_normalization	1	1043
1044	1044	canonical	mechanical_normalization	1	1044
1046	1046	canonical	mechanical_normalization	1	1046
1047	1047	canonical	mechanical_normalization	1	1047
1048	1048	canonical	mechanical_normalization	1	1048
1054	1054	canonical	mechanical_normalization	1	1054
1056	1056	canonical	mechanical_normalization	1	1056
1057	1057	canonical	mechanical_normalization	1	1057
1058	1058	canonical	mechanical_normalization	1	1058
1061	1061	canonical	mechanical_normalization	1	1061
1064	1064	canonical	mechanical_normalization	1	1064
1068	1068	canonical	mechanical_normalization	1	1068
1069	1069	canonical	mechanical_normalization	1	1069
1070	1070	canonical	mechanical_normalization	1	1070
1074	1074	canonical	mechanical_normalization	1	1074
1075	1075	canonical	mechanical_normalization	1	1075
1079	1079	canonical	mechanical_normalization	1	1079
1087	1087	canonical	mechanical_normalization	1	1087
1089	1089	canonical	mechanical_normalization	1	1089
1096	1096	canonical	mechanical_normalization	1	1096
1098	1098	canonical	mechanical_normalization	1	1098
1099	1099	canonical	mechanical_normalization	1	1099
1100	1100	canonical	mechanical_normalization	1	1100
1108	1108	canonical	mechanical_normalization	1	1108
1113	1113	canonical	mechanical_normalization	1	1113
1114	1114	canonical	mechanical_normalization	1	1114
1117	1117	canonical	mechanical_normalization	1	1117
1119	1119	canonical	mechanical_normalization	1	1119
1120	1120	canonical	mechanical_normalization	1	1120
1125	1125	canonical	mechanical_normalization	1	1125
1126	1126	canonical	mechanical_normalization	1	1126
1130	1130	canonical	mechanical_normalization	1	1130
1131	1131	canonical	mechanical_normalization	1	1131
1135	1135	canonical	mechanical_normalization	1	1135
1137	1137	canonical	mechanical_normalization	1	1137
11390	11390	canonical	mechanical_normalization	1	11390
1140	1140	canonical	mechanical_normalization	1	1140
1141	1141	canonical	mechanical_normalization	1	1141
1143	1143	canonical	mechanical_normalization	1	1143
1144	1144	canonical	mechanical_normalization	1	1144
1147	1147	canonical	mechanical_normalization	1	1147
1148	1148	canonical	mechanical_normalization	1	1148
1154	1154	canonical	mechanical_normalization	1	1154
1156	1156	canonical	mechanical_normalization	1	1156
1158	1158	canonical	mechanical_normalization	1	1158
1161S	1161S	canonical	mechanical_normalization	1	1161s
1165	1165	canonical	mechanical_normalization	1	1165
1166	1166	canonical	mechanical_normalization	1	1166
1168	1168	canonical	mechanical_normalization	1	1168
1173	1173	canonical	mechanical_normalization	1	1173
119	119	canonical	mechanical_normalization	1	119
1192	1192	canonical	mechanical_normalization	1	1192
12	12	canonical	mechanical_normalization	1	12
1203	1203	canonical	mechanical_normalization	1	1203
1214	1214	canonical	mechanical_normalization	1	1214
1215	1215	canonical	mechanical_normalization	1	1215
1216	1216	canonical	mechanical_normalization	1	1216
1217	1217	canonical	mechanical_normalization	1	1217
1219	1219	canonical	mechanical_normalization	1	1219
1222	1222	canonical	mechanical_normalization	1	1222
1225	1225	canonical	mechanical_normalization	1	1225
1226	1226	canonical	mechanical_normalization	1	1226
1234	1234	canonical	mechanical_normalization	1	1234
1235	1235	canonical	mechanical_normalization	1	1235
1237	1237	canonical	mechanical_normalization	1	1237
1245	1245	canonical	mechanical_normalization	1	1245
1250	1250	canonical	mechanical_normalization	1	1250
1251	1251	canonical	mechanical_normalization	1	1251
1252	1252	canonical	mechanical_normalization	1	1252
1254	1254	canonical	mechanical_normalization	1	1254
1255	1255	canonical	mechanical_normalization	1	1255
1257	1257	canonical	mechanical_normalization	1	1257
1261	1261	canonical	mechanical_normalization	1	1261
1262	1262	canonical	mechanical_normalization	1	1262
1264	1264	canonical	mechanical_normalization	1	1264
1267	1267	canonical	mechanical_normalization	1	1267
1268	1268	canonical	mechanical_normalization	1	1268
1270	1270	canonical	mechanical_normalization	1	1270
1272	1272	canonical	mechanical_normalization	1	1272
1273	1273	canonical	mechanical_normalization	1	1273
1275	1275	canonical	mechanical_normalization	1	1275
1276	1276	canonical	mechanical_normalization	1	1276
1279	1279	canonical	mechanical_normalization	1	1279
1280	1280	canonical	mechanical_normalization	1	1280
1281	1281	canonical	mechanical_normalization	1	1281
1283	1283	canonical	mechanical_normalization	1	1283
1284	1284	canonical	mechanical_normalization	1	1284
1286	1286	canonical	mechanical_normalization	1	1286
1288	1288	canonical	mechanical_normalization	1	1288
1291	1291	canonical	mechanical_normalization	1	1291
1292	1292	canonical	mechanical_normalization	1	1292
1298	1298	canonical	mechanical_normalization	1	1298
13	13	canonical	mechanical_normalization	1	13
1301	1301	canonical	mechanical_normalization	1	1301
1302	1302	canonical	mechanical_normalization	1	1302
1305	1305	canonical	mechanical_normalization	1	1305
1307	1307	canonical	mechanical_normalization	1	1307
1310	1310	canonical	mechanical_normalization	1	1310
1312A	1312A	canonical	mechanical_normalization	1	1312a
1313	1313	canonical	mechanical_normalization	1	1313
1318	1318	canonical	mechanical_normalization	1	1318
1320	1320	canonical	mechanical_normalization	1	1320
1321	1321	canonical	mechanical_normalization	1	1321
1323	1323	canonical	mechanical_normalization	1	1323
1325	1325	canonical	mechanical_normalization	1	1325
1327	1327	canonical	mechanical_normalization	1	1327
1329	1329	canonical	mechanical_normalization	1	1329
1332	1332	canonical	mechanical_normalization	1	1332
1334	1334	canonical	mechanical_normalization	1	1334
1339	1339	canonical	mechanical_normalization	1	1339
1341	1341	canonical	mechanical_normalization	1	1341
1342	1342	canonical	mechanical_normalization	1	1342
1347	1347	canonical	mechanical_normalization	1	1347
1348	1348	canonical	mechanical_normalization	1	1348
1349	1349	canonical	mechanical_normalization	1	1349
13494	13494	canonical	mechanical_normalization	1	13494
1350	1350	canonical	mechanical_normalization	1	1350
1353	1353	canonical	mechanical_normalization	1	1353
1360	1360	canonical	mechanical_normalization	1	1360
1361	1361	canonical	mechanical_normalization	1	1361
1362	1362	canonical	mechanical_normalization	1	1362
1364	1364	canonical	mechanical_normalization	1	1364
1365	1365	canonical	mechanical_normalization	1	1365
1367	1367	canonical	mechanical_normalization	1	1367
1370	1370	canonical	mechanical_normalization	1	1370
1371	1371	canonical	mechanical_normalization	1	1371
1372	1372	canonical	mechanical_normalization	1	1372
1373	1373	canonical	mechanical_normalization	1	1373
1374	1374	canonical	mechanical_normalization	1	1374
1377	1377	canonical	mechanical_normalization	1	1377
1380	1380	canonical	mechanical_normalization	1	1380
1383	1383	canonical	mechanical_normalization	1	1383
1384	1384	canonical	mechanical_normalization	1	1384
1387	1387	canonical	mechanical_normalization	1	1387
1388	1388	canonical	mechanical_normalization	1	1388
1392	1392	canonical	mechanical_normalization	1	1392
1395	1395	canonical	mechanical_normalization	1	1395
1399	1399	canonical	mechanical_normalization	1	1399
13A51	13A51	canonical	mechanical_normalization	1	13a51
13A97	13A97	canonical	mechanical_normalization	1	13a97
13B	13B	canonical	mechanical_normalization	1	13b
1400	1400	canonical	mechanical_normalization	1	1400
1403	1403	canonical	mechanical_normalization	1	1403
1409	1409	canonical	mechanical_normalization	1	1409
1416	1416	canonical	mechanical_normalization	1	1416
1420	1420	canonical	mechanical_normalization	1	1420
1431	1431	canonical	mechanical_normalization	1	1431
1435	1435	canonical	mechanical_normalization	1	1435
1436	1436	canonical	mechanical_normalization	1	1436
1438	1438	canonical	mechanical_normalization	1	1438
1442	1442	canonical	mechanical_normalization	1	1442
1445	1445	canonical	mechanical_normalization	1	1445
1449	1449	canonical	mechanical_normalization	1	1449
1453	1453	canonical	mechanical_normalization	1	1453
148S	148S	canonical	mechanical_normalization	1	148s
14HS049	14HS049	canonical	mechanical_normalization	1	14hs049
15	15	canonical	mechanical_normalization	1	15
15-64A	15-64A	canonical	mechanical_normalization	1	1564a
15-88A	15-88A	canonical	mechanical_normalization	1	1588a
158B	158B	canonical	mechanical_normalization	1	158b
15HP58	15HP58	canonical	mechanical_normalization	1	15hp58
16	16	canonical	mechanical_normalization	1	16
166 S_OS	166 S_OS	canonical	mechanical_normalization	1	166sos
17	17	canonical	mechanical_normalization	1	17
17-9-4	17-9-4	canonical	mechanical_normalization	1	1794
175-1-127	175-1-127	canonical	mechanical_normalization	1	1751127
177S	177S	canonical	mechanical_normalization	1	177s
18	18	canonical	mechanical_normalization	1	18
19	19	canonical	mechanical_normalization	1	19
191S	191S	canonical	mechanical_normalization	1	191s
19W01	19W01	canonical	mechanical_normalization	1	19w01
19W05	19W05	canonical	mechanical_normalization	1	19w05
19W14	19W14	canonical	mechanical_normalization	1	19w14
19W16	19W16	canonical	mechanical_normalization	1	19w16
19W19	19W19	canonical	mechanical_normalization	1	19w19
19W20	19W20	canonical	mechanical_normalization	1	19w20
19W24	19W24	canonical	mechanical_normalization	1	19w24
19W26	19W26	canonical	mechanical_normalization	1	19w26
19W28	19W28	canonical	mechanical_normalization	1	19w28
19W29	19W29	canonical	mechanical_normalization	1	19w29
19W32	19W32	canonical	mechanical_normalization	1	19w32
19W33	19W33	canonical	mechanical_normalization	1	19w33
19W34	19W34	canonical	mechanical_normalization	1	19w34
19W35	19W35	canonical	mechanical_normalization	1	19w35
19W36	19W36	canonical	mechanical_normalization	1	19w36
19W37	19W37	canonical	mechanical_normalization	1	19w37
19W38	19W38	canonical	mechanical_normalization	1	19w38
19W40	19W40	canonical	mechanical_normalization	1	19w40
19W43	19W43	canonical	mechanical_normalization	1	19w43
19W47	19W47	canonical	mechanical_normalization	1	19w47
19W48	19W48	canonical	mechanical_normalization	1	19w48
19W49	19W49	canonical	mechanical_normalization	1	19w49
19W50	19W50	canonical	mechanical_normalization	1	19w50
19W54	19W54	canonical	mechanical_normalization	1	19w54
19W55	19W55	canonical	mechanical_normalization	1	19w55
19W56	19W56	canonical	mechanical_normalization	1	19w56
19W59	19W59	canonical	mechanical_normalization	1	19w59
19W61	19W61	canonical	mechanical_normalization	1	19w61
19W62	19W62	canonical	mechanical_normalization	1	19w62
19W63	19W63	canonical	mechanical_normalization	1	19w63
19W66	19W66	canonical	mechanical_normalization	1	19w66
19W70	19W70	canonical	mechanical_normalization	1	19w70
19W71	19W71	canonical	mechanical_normalization	1	19w71
19W75	19W75	canonical	mechanical_normalization	1	19w75
19W82	19W82	canonical	mechanical_normalization	1	19w82
19xiang	19xiang	canonical	mechanical_normalization	1	19xiang
205R	205R	canonical	mechanical_normalization	1	205r
21	21	canonical	mechanical_normalization	1	21
2134	2134	canonical	mechanical_normalization	1	2134
22	22	canonical	mechanical_normalization	1	22
22A	22A	canonical	mechanical_normalization	1	22a
23	23	canonical	mechanical_normalization	1	23
233	233	canonical	mechanical_normalization	1	233
236S	236S	canonical	mechanical_normalization	1	236s
24	24	canonical	mechanical_normalization	1	24
24xuan17	24xuan17	canonical	mechanical_normalization	1	24xuan17
26	26	canonical	mechanical_normalization	1	26
261	261	canonical	mechanical_normalization	1	261
272S	272S	canonical	mechanical_normalization	1	272s
276	276	canonical	mechanical_normalization	1	276
278-4-1-1A	278-4-1-1A	canonical	mechanical_normalization	1	278411a
28	28	canonical	mechanical_normalization	1	28
2888	2888	canonical	mechanical_normalization	1	2888
28zhan	28zhan	canonical	mechanical_normalization	1	28zhan
29	29	canonical	mechanical_normalization	1	29
299R	299R	canonical	mechanical_normalization	1	299r
3	3	canonical	mechanical_normalization	1	3
31	31	canonical	mechanical_normalization	1	31
314	314	canonical	mechanical_normalization	1	314
32B	32B	canonical	mechanical_normalization	1	32b
33	33	canonical	mechanical_normalization	1	33
3301R	3301R	canonical	mechanical_normalization	1	3301r
36	36	canonical	mechanical_normalization	1	36
360S	360S	canonical	mechanical_normalization	1	360s
367A	367A	canonical	mechanical_normalization	1	367a
367B	367B	canonical	mechanical_normalization	1	367b
37	37	canonical	mechanical_normalization	1	37
376	376	canonical	mechanical_normalization	1	376
39	39	canonical	mechanical_normalization	1	39
4	4	canonical	mechanical_normalization	1	4
403	403	canonical	mechanical_normalization	1	403
412	412	canonical	mechanical_normalization	1	412
414	414	canonical	mechanical_normalization	1	414
423	423	canonical	mechanical_normalization	1	423
425	425	canonical	mechanical_normalization	1	425
427	427	canonical	mechanical_normalization	1	427
4302A	4302A	canonical	mechanical_normalization	1	4302a
436	436	canonical	mechanical_normalization	1	436
438	438	canonical	mechanical_normalization	1	438
44	44	canonical	mechanical_normalization	1	44
440	440	canonical	mechanical_normalization	1	440
441	441	canonical	mechanical_normalization	1	441
442	442	canonical	mechanical_normalization	1	442
446	446	canonical	mechanical_normalization	1	446
447	447	canonical	mechanical_normalization	1	447
4484	4484	canonical	mechanical_normalization	1	4484
450	450	canonical	mechanical_normalization	1	450
452	452	canonical	mechanical_normalization	1	452
453	453	canonical	mechanical_normalization	1	453
456	456	canonical	mechanical_normalization	1	456
4595	4595	canonical	mechanical_normalization	1	4595
46	46	canonical	mechanical_normalization	1	46
461	461	canonical	mechanical_normalization	1	461
462	462	canonical	mechanical_normalization	1	462
463	463	canonical	mechanical_normalization	1	463
464	464	canonical	mechanical_normalization	1	464
468	468	canonical	mechanical_normalization	1	468
469	469	canonical	mechanical_normalization	1	469
47-104	47-104	canonical	mechanical_normalization	1	47104
470	470	canonical	mechanical_normalization	1	470
471	471	canonical	mechanical_normalization	1	471
472	472	canonical	mechanical_normalization	1	472
473	473	canonical	mechanical_normalization	1	473
476	476	canonical	mechanical_normalization	1	476
477	477	canonical	mechanical_normalization	1	477
480	480	canonical	mechanical_normalization	1	480
483	483	canonical	mechanical_normalization	1	483
484	484	canonical	mechanical_normalization	1	484
489	489	canonical	mechanical_normalization	1	489
491	491	canonical	mechanical_normalization	1	491
493	493	canonical	mechanical_normalization	1	493
494	494	canonical	mechanical_normalization	1	494
495	495	canonical	mechanical_normalization	1	495
5	5	canonical	mechanical_normalization	1	5
50	50	canonical	mechanical_normalization	1	50
500	500	canonical	mechanical_normalization	1	500
50058	50058	canonical	mechanical_normalization	1	50058
500594	500594	canonical	mechanical_normalization	1	500594
501	501	canonical	mechanical_normalization	1	501
502	502	canonical	mechanical_normalization	1	502
504	504	canonical	mechanical_normalization	1	504
505	505	canonical	mechanical_normalization	1	505
507	507	canonical	mechanical_normalization	1	507
509	509	canonical	mechanical_normalization	1	509
51	51	canonical	mechanical_normalization	1	51
510	510	canonical	mechanical_normalization	1	510
511	511	canonical	mechanical_normalization	1	511
515	515	canonical	mechanical_normalization	1	515
516	516	canonical	mechanical_normalization	1	516
517	517	canonical	mechanical_normalization	1	517
518	518	canonical	mechanical_normalization	1	518
519	519	canonical	mechanical_normalization	1	519
520	520	canonical	mechanical_normalization	1	520
5202A	5202A	canonical	mechanical_normalization	1	5202a
5207	5207	canonical	mechanical_normalization	1	5207
521	521	canonical	mechanical_normalization	1	521
522	522	canonical	mechanical_normalization	1	522
523	523	canonical	mechanical_normalization	1	523
525	525	canonical	mechanical_normalization	1	525
527	527	canonical	mechanical_normalization	1	527
528	528	canonical	mechanical_normalization	1	528
530	530	canonical	mechanical_normalization	1	530
5304S	5304S	canonical	mechanical_normalization	1	5304s
5306A	5306A	canonical	mechanical_normalization	1	5306a
5308S	5308S	canonical	mechanical_normalization	1	5308s
532	532	canonical	mechanical_normalization	1	532
5350	5350	canonical	mechanical_normalization	1	5350
536	536	canonical	mechanical_normalization	1	536
539	539	canonical	mechanical_normalization	1	539
541	541	canonical	mechanical_normalization	1	541
542	542	canonical	mechanical_normalization	1	542
543	543	canonical	mechanical_normalization	1	543
5450	5450	canonical	mechanical_normalization	1	5450
546	546	canonical	mechanical_normalization	1	546
547	547	canonical	mechanical_normalization	1	547
548	548	canonical	mechanical_normalization	1	548
549	549	canonical	mechanical_normalization	1	549
553	553	canonical	mechanical_normalization	1	553
554	554	canonical	mechanical_normalization	1	554
555	555	canonical	mechanical_normalization	1	555
556	556	canonical	mechanical_normalization	1	556
